subject,action,trial,label,rgb_path,depth_path
3,11,3,10,data/utd_mhad/RGB-part2/a11_s3_t3_color.avi,data/utd_mhad/Depth/a11_s3_t3_depth.mat
3,11,4,10,data/utd_mhad/RGB-part2/a11_s3_t4_color.avi,data/utd_mhad/Depth/a11_s3_t4_depth.mat
4,11,1,10,data/utd_mhad/RGB-part2/a11_s4_t1_color.avi,data/utd_mhad/Depth/a11_s4_t1_depth.mat
4,11,2,10,data/utd_mhad/RGB-part2/a11_s4_t2_color.avi,data/utd_mhad/Depth/a11_s4_t2_depth.mat
4,11,3,10,data/utd_mhad/RGB-part2/a11_s4_t3_color.avi,data/utd_mhad/Depth/a11_s4_t3_depth.mat
4,11,4,10,data/utd_mhad/RGB-part2/a11_s4_t4_color.avi,data/utd_mhad/Depth/a11_s4_t4_depth.mat
5,11,1,10,data/utd_mhad/RGB-part2/a11_s5_t1_color.avi,data/utd_mhad/Depth/a11_s5_t1_depth.mat
5,11,2,10,data/utd_mhad/RGB-part2/a11_s5_t2_color.avi,data/utd_mhad/Depth/a11_s5_t2_depth.mat
5,11,3,10,data/utd_mhad/RGB-part2/a11_s5_t3_color.avi,data/utd_mhad/Depth/a11_s5_t3_depth.mat
5,11,4,10,data/utd_mhad/RGB-part2/a11_s5_t4_color.avi,data/utd_mhad/Depth/a11_s5_t4_depth.mat
1,12,1,11,data/utd_mhad/RGB-part2/a12_s1_t1_color.avi,data/utd_mhad/Depth/a12_s1_t1_depth.mat
1,12,2,11,data/utd_mhad/RGB-part2/a12_s1_t2_color.avi,data/utd_mhad/Depth/a12_s1_t2_depth.mat
1,12,3,11,data/utd_mhad/RGB-part2/a12_s1_t3_color.avi,data/utd_mhad/Depth/a12_s1_t3_depth.mat
1,12,4,11,data/utd_mhad/RGB-part2/a12_s1_t4_color.avi,data/utd_mhad/Depth/a12_s1_t4_depth.mat
2,12,1,11,data/utd_mhad/RGB-part2/a12_s2_t1_color.avi,data/utd_mhad/Depth/a12_s2_t1_depth.mat
2,12,2,11,data/utd_mhad/RGB-part2/a12_s2_t2_color.avi,data/utd_mhad/Depth/a12_s2_t2_depth.mat
2,12,3,11,data/utd_mhad/RGB-part2/a12_s2_t3_color.avi,data/utd_mhad/Depth/a12_s2_t3_depth.mat
2,12,4,11,data/utd_mhad/RGB-part2/a12_s2_t4_color.avi,data/utd_mhad/Depth/a12_s2_t4_depth.mat
3,12,1,11,data/utd_mhad/RGB-part2/a12_s3_t1_color.avi,data/utd_mhad/Depth/a12_s3_t1_depth.mat
3,12,2,11,data/utd_mhad/RGB-part2/a12_s3_t2_color.avi,data/utd_mhad/Depth/a12_s3_t2_depth.mat
3,12,3,11,data/utd_mhad/RGB-part2/a12_s3_t3_color.avi,data/utd_mhad/Depth/a12_s3_t3_depth.mat
3,12,4,11,data/utd_mhad/RGB-part2/a12_s3_t4_color.avi,data/utd_mhad/Depth/a12_s3_t4_depth.mat
4,12,1,11,data/utd_mhad/RGB-part2/a12_s4_t1_color.avi,data/utd_mhad/Depth/a12_s4_t1_depth.mat
4,12,2,11,data/utd_mhad/RGB-part2/a12_s4_t2_color.avi,data/utd_mhad/Depth/a12_s4_t2_depth.mat
4,12,3,11,data/utd_mhad/RGB-part2/a12_s4_t3_color.avi,data/utd_mhad/Depth/a12_s4_t3_depth.mat
4,12,4,11,data/utd_mhad/RGB-part2/a12_s4_t4_color.avi,data/utd_mhad/Depth/a12_s4_t4_depth.mat
5,12,1,11,data/utd_mhad/RGB-part2/a12_s5_t1_color.avi,data/utd_mhad/Depth/a12_s5_t1_depth.mat
5,12,2,11,data/utd_mhad/RGB-part2/a12_s5_t2_color.avi,data/utd_mhad/Depth/a12_s5_t2_depth.mat
5,12,3,11,data/utd_mhad/RGB-part2/a12_s5_t3_color.avi,data/utd_mhad/Depth/a12_s5_t3_depth.mat
5,12,4,11,data/utd_mhad/RGB-part2/a12_s5_t4_color.avi,data/utd_mhad/Depth/a12_s5_t4_depth.mat
1,13,1,12,data/utd_mhad/RGB-part2/a13_s1_t1_color.avi,data/utd_mhad/Depth/a13_s1_t1_depth.mat
1,13,2,12,data/utd_mhad/RGB-part2/a13_s1_t2_color.avi,data/utd_mhad/Depth/a13_s1_t2_depth.mat
1,13,3,12,data/utd_mhad/RGB-part2/a13_s1_t3_color.avi,data/utd_mhad/Depth/a13_s1_t3_depth.mat
1,13,4,12,data/utd_mhad/RGB-part2/a13_s1_t4_color.avi,data/utd_mhad/Depth/a13_s1_t4_depth.mat
2,13,1,12,data/utd_mhad/RGB-part2/a13_s2_t1_color.avi,data/utd_mhad/Depth/a13_s2_t1_depth.mat
2,13,2,12,data/utd_mhad/RGB-part2/a13_s2_t2_color.avi,data/utd_mhad/Depth/a13_s2_t2_depth.mat
2,13,3,12,data/utd_mhad/RGB-part2/a13_s2_t3_color.avi,data/utd_mhad/Depth/a13_s2_t3_depth.mat
2,13,4,12,data/utd_mhad/RGB-part2/a13_s2_t4_color.avi,data/utd_mhad/Depth/a13_s2_t4_depth.mat
3,13,1,12,data/utd_mhad/RGB-part2/a13_s3_t1_color.avi,data/utd_mhad/Depth/a13_s3_t1_depth.mat
3,13,2,12,data/utd_mhad/RGB-part2/a13_s3_t2_color.avi,data/utd_mhad/Depth/a13_s3_t2_depth.mat
3,13,3,12,data/utd_mhad/RGB-part2/a13_s3_t3_color.avi,data/utd_mhad/Depth/a13_s3_t3_depth.mat
3,13,4,12,data/utd_mhad/RGB-part2/a13_s3_t4_color.avi,data/utd_mhad/Depth/a13_s3_t4_depth.mat
4,13,1,12,data/utd_mhad/RGB-part2/a13_s4_t1_color.avi,data/utd_mhad/Depth/a13_s4_t1_depth.mat
4,13,2,12,data/utd_mhad/RGB-part2/a13_s4_t2_color.avi,data/utd_mhad/Depth/a13_s4_t2_depth.mat
4,13,3,12,data/utd_mhad/RGB-part2/a13_s4_t3_color.avi,data/utd_mhad/Depth/a13_s4_t3_depth.mat
4,13,4,12,data/utd_mhad/RGB-part2/a13_s4_t4_color.avi,data/utd_mhad/Depth/a13_s4_t4_depth.mat
5,13,1,12,data/utd_mhad/RGB-part2/a13_s5_t1_color.avi,data/utd_mhad/Depth/a13_s5_t1_depth.mat
5,13,2,12,data/utd_mhad/RGB-part2/a13_s5_t2_color.avi,data/utd_mhad/Depth/a13_s5_t2_depth.mat
5,13,3,12,data/utd_mhad/RGB-part2/a13_s5_t3_color.avi,data/utd_mhad/Depth/a13_s5_t3_depth.mat
5,13,4,12,data/utd_mhad/RGB-part2/a13_s5_t4_color.avi,data/utd_mhad/Depth/a13_s5_t4_depth.mat
1,14,1,13,data/utd_mhad/RGB-part3/a14_s1_t1_color.avi,data/utd_mhad/Depth/a14_s1_t1_depth.mat
1,14,2,13,data/utd_mhad/RGB-part3/a14_s1_t2_color.avi,data/utd_mhad/Depth/a14_s1_t2_depth.mat
1,14,3,13,data/utd_mhad/RGB-part3/a14_s1_t3_color.avi,data/utd_mhad/Depth/a14_s1_t3_depth.mat
1,14,4,13,data/utd_mhad/RGB-part3/a14_s1_t4_color.avi,data/utd_mhad/Depth/a14_s1_t4_depth.mat
2,14,1,13,data/utd_mhad/RGB-part3/a14_s2_t1_color.avi,data/utd_mhad/Depth/a14_s2_t1_depth.mat
2,14,2,13,data/utd_mhad/RGB-part3/a14_s2_t2_color.avi,data/utd_mhad/Depth/a14_s2_t2_depth.mat
2,14,3,13,data/utd_mhad/RGB-part3/a14_s2_t3_color.avi,data/utd_mhad/Depth/a14_s2_t3_depth.mat
2,14,4,13,data/utd_mhad/RGB-part3/a14_s2_t4_color.avi,data/utd_mhad/Depth/a14_s2_t4_depth.mat
3,14,1,13,data/utd_mhad/RGB-part3/a14_s3_t1_color.avi,data/utd_mhad/Depth/a14_s3_t1_depth.mat
3,14,2,13,data/utd_mhad/RGB-part3/a14_s3_t2_color.avi,data/utd_mhad/Depth/a14_s3_t2_depth.mat
3,14,3,13,data/utd_mhad/RGB-part3/a14_s3_t3_color.avi,data/utd_mhad/Depth/a14_s3_t3_depth.mat
3,14,4,13,data/utd_mhad/RGB-part3/a14_s3_t4_color.avi,data/utd_mhad/Depth/a14_s3_t4_depth.mat
4,14,1,13,data/utd_mhad/RGB-part3/a14_s4_t1_color.avi,data/utd_mhad/Depth/a14_s4_t1_depth.mat
4,14,2,13,data/utd_mhad/RGB-part3/a14_s4_t2_color.avi,data/utd_mhad/Depth/a14_s4_t2_depth.mat
4,14,3,13,data/utd_mhad/RGB-part3/a14_s4_t3_color.avi,data/utd_mhad/Depth/a14_s4_t3_depth.mat
4,14,4,13,data/utd_mhad/RGB-part3/a14_s4_t4_color.avi,data/utd_mhad/Depth/a14_s4_t4_depth.mat
5,14,1,13,data/utd_mhad/RGB-part3/a14_s5_t1_color.avi,data/utd_mhad/Depth/a14_s5_t1_depth.mat
5,14,2,13,data/utd_mhad/RGB-part3/a14_s5_t2_color.avi,data/utd_mhad/Depth/a14_s5_t2_depth.mat
5,14,3,13,data/utd_mhad/RGB-part3/a14_s5_t3_color.avi,data/utd_mhad/Depth/a14_s5_t3_depth.mat
5,14,4,13,data/utd_mhad/RGB-part3/a14_s5_t4_color.avi,data/utd_mhad/Depth/a14_s5_t4_depth.mat
1,15,1,14,data/utd_mhad/RGB-part3/a15_s1_t1_color.avi,data/utd_mhad/Depth/a15_s1_t1_depth.mat
1,15,2,14,data/utd_mhad/RGB-part3/a15_s1_t2_color.avi,data/utd_mhad/Depth/a15_s1_t2_depth.mat
1,15,3,14,data/utd_mhad/RGB-part3/a15_s1_t3_color.avi,data/utd_mhad/Depth/a15_s1_t3_depth.mat
1,15,4,14,data/utd_mhad/RGB-part3/a15_s1_t4_color.avi,data/utd_mhad/Depth/a15_s1_t4_depth.mat
2,15,1,14,data/utd_mhad/RGB-part3/a15_s2_t1_color.avi,data/utd_mhad/Depth/a15_s2_t1_depth.mat
2,15,2,14,data/utd_mhad/RGB-part3/a15_s2_t2_color.avi,data/utd_mhad/Depth/a15_s2_t2_depth.mat
2,15,3,14,data/utd_mhad/RGB-part3/a15_s2_t3_color.avi,data/utd_mhad/Depth/a15_s2_t3_depth.mat
2,15,4,14,data/utd_mhad/RGB-part3/a15_s2_t4_color.avi,data/utd_mhad/Depth/a15_s2_t4_depth.mat
3,15,1,14,data/utd_mhad/RGB-part3/a15_s3_t1_color.avi,data/utd_mhad/Depth/a15_s3_t1_depth.mat
3,15,2,14,data/utd_mhad/RGB-part3/a15_s3_t2_color.avi,data/utd_mhad/Depth/a15_s3_t2_depth.mat
3,15,3,14,data/utd_mhad/RGB-part3/a15_s3_t3_color.avi,data/utd_mhad/Depth/a15_s3_t3_depth.mat
3,15,4,14,data/utd_mhad/RGB-part3/a15_s3_t4_color.avi,data/utd_mhad/Depth/a15_s3_t4_depth.mat
4,15,1,14,data/utd_mhad/RGB-part3/a15_s4_t1_color.avi,data/utd_mhad/Depth/a15_s4_t1_depth.mat
4,15,2,14,data/utd_mhad/RGB-part3/a15_s4_t2_color.avi,data/utd_mhad/Depth/a15_s4_t2_depth.mat
4,15,3,14,data/utd_mhad/RGB-part3/a15_s4_t3_color.avi,data/utd_mhad/Depth/a15_s4_t3_depth.mat
4,15,4,14,data/utd_mhad/RGB-part3/a15_s4_t4_color.avi,data/utd_mhad/Depth/a15_s4_t4_depth.mat
5,15,1,14,data/utd_mhad/RGB-part3/a15_s5_t1_color.avi,data/utd_mhad/Depth/a15_s5_t1_depth.mat
5,15,2,14,data/utd_mhad/RGB-part3/a15_s5_t2_color.avi,data/utd_mhad/Depth/a15_s5_t2_depth.mat
5,15,3,14,data/utd_mhad/RGB-part3/a15_s5_t3_color.avi,data/utd_mhad/Depth/a15_s5_t3_depth.mat
5,15,4,14,data/utd_mhad/RGB-part3/a15_s5_t4_color.avi,data/utd_mhad/Depth/a15_s5_t4_depth.mat
1,16,1,15,data/utd_mhad/RGB-part3/a16_s1_t1_color.avi,data/utd_mhad/Depth/a16_s1_t1_depth.mat
1,16,2,15,data/utd_mhad/RGB-part3/a16_s1_t2_color.avi,data/utd_mhad/Depth/a16_s1_t2_depth.mat
1,16,3,15,data/utd_mhad/RGB-part3/a16_s1_t3_color.avi,data/utd_mhad/Depth/a16_s1_t3_depth.mat
1,16,4,15,data/utd_mhad/RGB-part3/a16_s1_t4_color.avi,data/utd_mhad/Depth/a16_s1_t4_depth.mat
2,16,1,15,data/utd_mhad/RGB-part3/a16_s2_t1_color.avi,data/utd_mhad/Depth/a16_s2_t1_depth.mat
2,16,2,15,data/utd_mhad/RGB-part3/a16_s2_t2_color.avi,data/utd_mhad/Depth/a16_s2_t2_depth.mat
2,16,3,15,data/utd_mhad/RGB-part3/a16_s2_t3_color.avi,data/utd_mhad/Depth/a16_s2_t3_depth.mat
2,16,4,15,data/utd_mhad/RGB-part3/a16_s2_t4_color.avi,data/utd_mhad/Depth/a16_s2_t4_depth.mat
3,16,1,15,data/utd_mhad/RGB-part3/a16_s3_t1_color.avi,data/utd_mhad/Depth/a16_s3_t1_depth.mat
3,16,2,15,data/utd_mhad/RGB-part3/a16_s3_t2_color.avi,data/utd_mhad/Depth/a16_s3_t2_depth.mat
3,16,3,15,data/utd_mhad/RGB-part3/a16_s3_t3_color.avi,data/utd_mhad/Depth/a16_s3_t3_depth.mat
3,16,4,15,data/utd_mhad/RGB-part3/a16_s3_t4_color.avi,data/utd_mhad/Depth/a16_s3_t4_depth.mat
4,16,1,15,data/utd_mhad/RGB-part3/a16_s4_t1_color.avi,data/utd_mhad/Depth/a16_s4_t1_depth.mat
4,16,2,15,data/utd_mhad/RGB-part3/a16_s4_t2_color.avi,data/utd_mhad/Depth/a16_s4_t2_depth.mat
4,16,3,15,data/utd_mhad/RGB-part3/a16_s4_t3_color.avi,data/utd_mhad/Depth/a16_s4_t3_depth.mat
4,16,4,15,data/utd_mhad/RGB-part3/a16_s4_t4_color.avi,data/utd_mhad/Depth/a16_s4_t4_depth.mat
5,16,1,15,data/utd_mhad/RGB-part3/a16_s5_t1_color.avi,data/utd_mhad/Depth/a16_s5_t1_depth.mat
5,16,2,15,data/utd_mhad/RGB-part3/a16_s5_t2_color.avi,data/utd_mhad/Depth/a16_s5_t2_depth.mat
5,16,3,15,data/utd_mhad/RGB-part3/a16_s5_t3_color.avi,data/utd_mhad/Depth/a16_s5_t3_depth.mat
5,16,4,15,data/utd_mhad/RGB-part3/a16_s5_t4_color.avi,data/utd_mhad/Depth/a16_s5_t4_depth.mat
1,17,1,16,data/utd_mhad/RGB-part3/a17_s1_t1_color.avi,data/utd_mhad/Depth/a17_s1_t1_depth.mat
1,17,2,16,data/utd_mhad/RGB-part3/a17_s1_t2_color.avi,data/utd_mhad/Depth/a17_s1_t2_depth.mat
1,17,3,16,data/utd_mhad/RGB-part3/a17_s1_t3_color.avi,data/utd_mhad/Depth/a17_s1_t3_depth.mat
1,17,4,16,data/utd_mhad/RGB-part3/a17_s1_t4_color.avi,data/utd_mhad/Depth/a17_s1_t4_depth.mat
2,17,1,16,data/utd_mhad/RGB-part3/a17_s2_t1_color.avi,data/utd_mhad/Depth/a17_s2_t1_depth.mat
2,17,2,16,data/utd_mhad/RGB-part3/a17_s2_t2_color.avi,data/utd_mhad/Depth/a17_s2_t2_depth.mat
2,17,3,16,data/utd_mhad/RGB-part3/a17_s2_t3_color.avi,data/utd_mhad/Depth/a17_s2_t3_depth.mat
2,17,4,16,data/utd_mhad/RGB-part3/a17_s2_t4_color.avi,data/utd_mhad/Depth/a17_s2_t4_depth.mat
3,17,1,16,data/utd_mhad/RGB-part3/a17_s3_t1_color.avi,data/utd_mhad/Depth/a17_s3_t1_depth.mat
3,17,2,16,data/utd_mhad/RGB-part3/a17_s3_t2_color.avi,data/utd_mhad/Depth/a17_s3_t2_depth.mat
3,17,3,16,data/utd_mhad/RGB-part3/a17_s3_t3_color.avi,data/utd_mhad/Depth/a17_s3_t3_depth.mat
3,17,4,16,data/utd_mhad/RGB-part3/a17_s3_t4_color.avi,data/utd_mhad/Depth/a17_s3_t4_depth.mat
4,17,1,16,data/utd_mhad/RGB-part3/a17_s4_t1_color.avi,data/utd_mhad/Depth/a17_s4_t1_depth.mat
4,17,2,16,data/utd_mhad/RGB-part3/a17_s4_t2_color.avi,data/utd_mhad/Depth/a17_s4_t2_depth.mat
4,17,3,16,data/utd_mhad/RGB-part3/a17_s4_t3_color.avi,data/utd_mhad/Depth/a17_s4_t3_depth.mat
4,17,4,16,data/utd_mhad/RGB-part3/a17_s4_t4_color.avi,data/utd_mhad/Depth/a17_s4_t4_depth.mat
5,17,1,16,data/utd_mhad/RGB-part3/a17_s5_t1_color.avi,data/utd_mhad/Depth/a17_s5_t1_depth.mat
5,17,2,16,data/utd_mhad/RGB-part3/a17_s5_t2_color.avi,data/utd_mhad/Depth/a17_s5_t2_depth.mat
5,17,3,16,data/utd_mhad/RGB-part3/a17_s5_t3_color.avi,data/utd_mhad/Depth/a17_s5_t3_depth.mat
5,17,4,16,data/utd_mhad/RGB-part3/a17_s5_t4_color.avi,data/utd_mhad/Depth/a17_s5_t4_depth.mat
1,18,1,17,data/utd_mhad/RGB-part3/a18_s1_t1_color.avi,data/utd_mhad/Depth/a18_s1_t1_depth.mat
1,18,2,17,data/utd_mhad/RGB-part3/a18_s1_t2_color.avi,data/utd_mhad/Depth/a18_s1_t2_depth.mat
1,18,3,17,data/utd_mhad/RGB-part3/a18_s1_t3_color.avi,data/utd_mhad/Depth/a18_s1_t3_depth.mat
1,18,4,17,data/utd_mhad/RGB-part3/a18_s1_t4_color.avi,data/utd_mhad/Depth/a18_s1_t4_depth.mat
2,18,1,17,data/utd_mhad/RGB-part3/a18_s2_t1_color.avi,data/utd_mhad/Depth/a18_s2_t1_depth.mat
2,18,2,17,data/utd_mhad/RGB-part3/a18_s2_t2_color.avi,data/utd_mhad/Depth/a18_s2_t2_depth.mat
2,18,3,17,data/utd_mhad/RGB-part3/a18_s2_t3_color.avi,data/utd_mhad/Depth/a18_s2_t3_depth.mat
2,18,4,17,data/utd_mhad/RGB-part3/a18_s2_t4_color.avi,data/utd_mhad/Depth/a18_s2_t4_depth.mat
3,18,1,17,data/utd_mhad/RGB-part3/a18_s3_t1_color.avi,data/utd_mhad/Depth/a18_s3_t1_depth.mat
3,18,2,17,data/utd_mhad/RGB-part3/a18_s3_t2_color.avi,data/utd_mhad/Depth/a18_s3_t2_depth.mat
3,18,3,17,data/utd_mhad/RGB-part3/a18_s3_t3_color.avi,data/utd_mhad/Depth/a18_s3_t3_depth.mat
3,18,4,17,data/utd_mhad/RGB-part3/a18_s3_t4_color.avi,data/utd_mhad/Depth/a18_s3_t4_depth.mat
4,18,1,17,data/utd_mhad/RGB-part3/a18_s4_t1_color.avi,data/utd_mhad/Depth/a18_s4_t1_depth.mat
4,18,2,17,data/utd_mhad/RGB-part3/a18_s4_t2_color.avi,data/utd_mhad/Depth/a18_s4_t2_depth.mat
4,18,3,17,data/utd_mhad/RGB-part3/a18_s4_t3_color.avi,data/utd_mhad/Depth/a18_s4_t3_depth.mat
4,18,4,17,data/utd_mhad/RGB-part3/a18_s4_t4_color.avi,data/utd_mhad/Depth/a18_s4_t4_depth.mat
5,18,1,17,data/utd_mhad/RGB-part3/a18_s5_t1_color.avi,data/utd_mhad/Depth/a18_s5_t1_depth.mat
5,18,2,17,data/utd_mhad/RGB-part3/a18_s5_t2_color.avi,data/utd_mhad/Depth/a18_s5_t2_depth.mat
5,18,3,17,data/utd_mhad/RGB-part3/a18_s5_t3_color.avi,data/utd_mhad/Depth/a18_s5_t3_depth.mat
5,18,4,17,data/utd_mhad/RGB-part3/a18_s5_t4_color.avi,data/utd_mhad/Depth/a18_s5_t4_depth.mat
1,19,1,18,data/utd_mhad/RGB-part3/a19_s1_t1_color.avi,data/utd_mhad/Depth/a19_s1_t1_depth.mat
1,19,2,18,data/utd_mhad/RGB-part3/a19_s1_t2_color.avi,data/utd_mhad/Depth/a19_s1_t2_depth.mat
1,19,3,18,data/utd_mhad/RGB-part3/a19_s1_t3_color.avi,data/utd_mhad/Depth/a19_s1_t3_depth.mat
1,19,4,18,data/utd_mhad/RGB-part3/a19_s1_t4_color.avi,data/utd_mhad/Depth/a19_s1_t4_depth.mat
2,19,1,18,data/utd_mhad/RGB-part3/a19_s2_t1_color.avi,data/utd_mhad/Depth/a19_s2_t1_depth.mat
2,19,2,18,data/utd_mhad/RGB-part3/a19_s2_t2_color.avi,data/utd_mhad/Depth/a19_s2_t2_depth.mat
2,19,3,18,data/utd_mhad/RGB-part3/a19_s2_t3_color.avi,data/utd_mhad/Depth/a19_s2_t3_depth.mat
2,19,4,18,data/utd_mhad/RGB-part3/a19_s2_t4_color.avi,data/utd_mhad/Depth/a19_s2_t4_depth.mat
3,19,1,18,data/utd_mhad/RGB-part3/a19_s3_t1_color.avi,data/utd_mhad/Depth/a19_s3_t1_depth.mat
3,19,2,18,data/utd_mhad/RGB-part3/a19_s3_t2_color.avi,data/utd_mhad/Depth/a19_s3_t2_depth.mat
3,19,3,18,data/utd_mhad/RGB-part3/a19_s3_t3_color.avi,data/utd_mhad/Depth/a19_s3_t3_depth.mat
3,19,4,18,data/utd_mhad/RGB-part3/a19_s3_t4_color.avi,data/utd_mhad/Depth/a19_s3_t4_depth.mat
4,19,1,18,data/utd_mhad/RGB-part3/a19_s4_t1_color.avi,data/utd_mhad/Depth/a19_s4_t1_depth.mat
4,19,2,18,data/utd_mhad/RGB-part3/a19_s4_t2_color.avi,data/utd_mhad/Depth/a19_s4_t2_depth.mat
4,19,3,18,data/utd_mhad/RGB-part3/a19_s4_t3_color.avi,data/utd_mhad/Depth/a19_s4_t3_depth.mat
4,19,4,18,data/utd_mhad/RGB-part3/a19_s4_t4_color.avi,data/utd_mhad/Depth/a19_s4_t4_depth.mat
5,19,1,18,data/utd_mhad/RGB-part3/a19_s5_t1_color.avi,data/utd_mhad/Depth/a19_s5_t1_depth.mat
5,19,2,18,data/utd_mhad/RGB-part3/a19_s5_t2_color.avi,data/utd_mhad/Depth/a19_s5_t2_depth.mat
5,19,3,18,data/utd_mhad/RGB-part3/a19_s5_t3_color.avi,data/utd_mhad/Depth/a19_s5_t3_depth.mat
5,19,4,18,data/utd_mhad/RGB-part3/a19_s5_t4_color.avi,data/utd_mhad/Depth/a19_s5_t4_depth.mat
1,1,1,0,data/utd_mhad/RGB-part1/a1_s1_t1_color.avi,data/utd_mhad/Depth/a1_s1_t1_depth.mat
1,1,2,0,data/utd_mhad/RGB-part1/a1_s1_t2_color.avi,data/utd_mhad/Depth/a1_s1_t2_depth.mat
1,1,3,0,data/utd_mhad/RGB-part1/a1_s1_t3_color.avi,data/utd_mhad/Depth/a1_s1_t3_depth.mat
1,1,4,0,data/utd_mhad/RGB-part1/a1_s1_t4_color.avi,data/utd_mhad/Depth/a1_s1_t4_depth.mat
2,1,1,0,data/utd_mhad/RGB-part1/a1_s2_t1_color.avi,data/utd_mhad/Depth/a1_s2_t1_depth.mat
2,1,2,0,data/utd_mhad/RGB-part1/a1_s2_t2_color.avi,data/utd_mhad/Depth/a1_s2_t2_depth.mat
2,1,3,0,data/utd_mhad/RGB-part1/a1_s2_t3_color.avi,data/utd_mhad/Depth/a1_s2_t3_depth.mat
2,1,4,0,data/utd_mhad/RGB-part1/a1_s2_t4_color.avi,data/utd_mhad/Depth/a1_s2_t4_depth.mat
3,1,1,0,data/utd_mhad/RGB-part1/a1_s3_t1_color.avi,data/utd_mhad/Depth/a1_s3_t1_depth.mat
3,1,2,0,data/utd_mhad/RGB-part1/a1_s3_t2_color.avi,data/utd_mhad/Depth/a1_s3_t2_depth.mat
3,1,3,0,data/utd_mhad/RGB-part1/a1_s3_t3_color.avi,data/utd_mhad/Depth/a1_s3_t3_depth.mat
