subject,action,trial,label,rgb_path,depth_path
8,10,3,9,data\utd_mhad\RGB-part2\a10_s8_t3_color.avi,data\utd_mhad\Depth\a10_s8_t3_depth.mat
8,10,4,9,data\utd_mhad\RGB-part2\a10_s8_t4_color.avi,data\utd_mhad\Depth\a10_s8_t4_depth.mat
1,11,1,10,data\utd_mhad\RGB-part2\a11_s1_t1_color.avi,data\utd_mhad\Depth\a11_s1_t1_depth.mat
1,11,2,10,data\utd_mhad\RGB-part2\a11_s1_t2_color.avi,data\utd_mhad\Depth\a11_s1_t2_depth.mat
1,11,3,10,data\utd_mhad\RGB-part2\a11_s1_t3_color.avi,data\utd_mhad\Depth\a11_s1_t3_depth.mat
1,11,4,10,data\utd_mhad\RGB-part2\a11_s1_t4_color.avi,data\utd_mhad\Depth\a11_s1_t4_depth.mat
2,11,1,10,data\utd_mhad\RGB-part2\a11_s2_t1_color.avi,data\utd_mhad\Depth\a11_s2_t1_depth.mat
2,11,2,10,data\utd_mhad\RGB-part2\a11_s2_t2_color.avi,data\utd_mhad\Depth\a11_s2_t2_depth.mat
2,11,3,10,data\utd_mhad\RGB-part2\a11_s2_t3_color.avi,data\utd_mhad\Depth\a11_s2_t3_depth.mat
2,11,4,10,data\utd_mhad\RGB-part2\a11_s2_t4_color.avi,data\utd_mhad\Depth\a11_s2_t4_depth.mat
3,11,1,10,data\utd_mhad\RGB-part2\a11_s3_t1_color.avi,data\utd_mhad\Depth\a11_s3_t1_depth.mat
3,11,2,10,data\utd_mhad\RGB-part2\a11_s3_t2_color.avi,data\utd_mhad\Depth\a11_s3_t2_depth.mat
3,11,3,10,data\utd_mhad\RGB-part2\a11_s3_t3_color.avi,data\utd_mhad\Depth\a11_s3_t3_depth.mat
3,11,4,10,data\utd_mhad\RGB-part2\a11_s3_t4_color.avi,data\utd_mhad\Depth\a11_s3_t4_depth.mat
4,11,1,10,data\utd_mhad\RGB-part2\a11_s4_t1_color.avi,data\utd_mhad\Depth\a11_s4_t1_depth.mat
4,11,2,10,data\utd_mhad\RGB-part2\a11_s4_t2_color.avi,data\utd_mhad\Depth\a11_s4_t2_depth.mat
4,11,3,10,data\utd_mhad\RGB-part2\a11_s4_t3_color.avi,data\utd_mhad\Depth\a11_s4_t3_depth.mat
4,11,4,10,data\utd_mhad\RGB-part2\a11_s4_t4_color.avi,data\utd_mhad\Depth\a11_s4_t4_depth.mat
5,11,1,10,data\utd_mhad\RGB-part2\a11_s5_t1_color.avi,data\utd_mhad\Depth\a11_s5_t1_depth.mat
5,11,2,10,data\utd_mhad\RGB-part2\a11_s5_t2_color.avi,data\utd_mhad\Depth\a11_s5_t2_depth.mat
5,11,3,10,data\utd_mhad\RGB-part2\a11_s5_t3_color.avi,data\utd_mhad\Depth\a11_s5_t3_depth.mat
5,11,4,10,data\utd_mhad\RGB-part2\a11_s5_t4_color.avi,data\utd_mhad\Depth\a11_s5_t4_depth.mat
6,11,1,10,data\utd_mhad\RGB-part2\a11_s6_t1_color.avi,data\utd_mhad\Depth\a11_s6_t1_depth.mat
6,11,2,10,data\utd_mhad\RGB-part2\a11_s6_t2_color.avi,data\utd_mhad\Depth\a11_s6_t2_depth.mat
6,11,3,10,data\utd_mhad\RGB-part2\a11_s6_t3_color.avi,data\utd_mhad\Depth\a11_s6_t3_depth.mat
6,11,4,10,data\utd_mhad\RGB-part2\a11_s6_t4_color.avi,data\utd_mhad\Depth\a11_s6_t4_depth.mat
7,11,1,10,data\utd_mhad\RGB-part2\a11_s7_t1_color.avi,data\utd_mhad\Depth\a11_s7_t1_depth.mat
7,11,2,10,data\utd_mhad\RGB-part2\a11_s7_t2_color.avi,data\utd_mhad\Depth\a11_s7_t2_depth.mat
7,11,3,10,data\utd_mhad\RGB-part2\a11_s7_t3_color.avi,data\utd_mhad\Depth\a11_s7_t3_depth.mat
7,11,4,10,data\utd_mhad\RGB-part2\a11_s7_t4_color.avi,data\utd_mhad\Depth\a11_s7_t4_depth.mat
8,11,1,10,data\utd_mhad\RGB-part2\a11_s8_t1_color.avi,data\utd_mhad\Depth\a11_s8_t1_depth.mat
8,11,2,10,data\utd_mhad\RGB-part2\a11_s8_t2_color.avi,data\utd_mhad\Depth\a11_s8_t2_depth.mat
8,11,3,10,data\utd_mhad\RGB-part2\a11_s8_t3_color.avi,data\utd_mhad\Depth\a11_s8_t3_depth.mat
8,11,4,10,data\utd_mhad\RGB-part2\a11_s8_t4_color.avi,data\utd_mhad\Depth\a11_s8_t4_depth.mat
1,12,1,11,data\utd_mhad\RGB-part2\a12_s1_t1_color.avi,data\utd_mhad\Depth\a12_s1_t1_depth.mat
1,12,2,11,data\utd_mhad\RGB-part2\a12_s1_t2_color.avi,data\utd_mhad\Depth\a12_s1_t2_depth.mat
1,12,3,11,data\utd_mhad\RGB-part2\a12_s1_t3_color.avi,data\utd_mhad\Depth\a12_s1_t3_depth.mat
1,12,4,11,data\utd_mhad\RGB-part2\a12_s1_t4_color.avi,data\utd_mhad\Depth\a12_s1_t4_depth.mat
2,12,1,11,data\utd_mhad\RGB-part2\a12_s2_t1_color.avi,data\utd_mhad\Depth\a12_s2_t1_depth.mat
2,12,2,11,data\utd_mhad\RGB-part2\a12_s2_t2_color.avi,data\utd_mhad\Depth\a12_s2_t2_depth.mat
2,12,3,11,data\utd_mhad\RGB-part2\a12_s2_t3_color.avi,data\utd_mhad\Depth\a12_s2_t3_depth.mat
2,12,4,11,data\utd_mhad\RGB-part2\a12_s2_t4_color.avi,data\utd_mhad\Depth\a12_s2_t4_depth.mat
3,12,1,11,data\utd_mhad\RGB-part2\a12_s3_t1_color.avi,data\utd_mhad\Depth\a12_s3_t1_depth.mat
3,12,2,11,data\utd_mhad\RGB-part2\a12_s3_t2_color.avi,data\utd_mhad\Depth\a12_s3_t2_depth.mat
3,12,3,11,data\utd_mhad\RGB-part2\a12_s3_t3_color.avi,data\utd_mhad\Depth\a12_s3_t3_depth.mat
3,12,4,11,data\utd_mhad\RGB-part2\a12_s3_t4_color.avi,data\utd_mhad\Depth\a12_s3_t4_depth.mat
4,12,1,11,data\utd_mhad\RGB-part2\a12_s4_t1_color.avi,data\utd_mhad\Depth\a12_s4_t1_depth.mat
4,12,2,11,data\utd_mhad\RGB-part2\a12_s4_t2_color.avi,data\utd_mhad\Depth\a12_s4_t2_depth.mat
4,12,3,11,data\utd_mhad\RGB-part2\a12_s4_t3_color.avi,data\utd_mhad\Depth\a12_s4_t3_depth.mat
4,12,4,11,data\utd_mhad\RGB-part2\a12_s4_t4_color.avi,data\utd_mhad\Depth\a12_s4_t4_depth.mat
5,12,1,11,data\utd_mhad\RGB-part2\a12_s5_t1_color.avi,data\utd_mhad\Depth\a12_s5_t1_depth.mat
5,12,2,11,data\utd_mhad\RGB-part2\a12_s5_t2_color.avi,data\utd_mhad\Depth\a12_s5_t2_depth.mat
5,12,3,11,data\utd_mhad\RGB-part2\a12_s5_t3_color.avi,data\utd_mhad\Depth\a12_s5_t3_depth.mat
5,12,4,11,data\utd_mhad\RGB-part2\a12_s5_t4_color.avi,data\utd_mhad\Depth\a12_s5_t4_depth.mat
6,12,1,11,data\utd_mhad\RGB-part2\a12_s6_t1_color.avi,data\utd_mhad\Depth\a12_s6_t1_depth.mat
6,12,2,11,data\utd_mhad\RGB-part2\a12_s6_t2_color.avi,data\utd_mhad\Depth\a12_s6_t2_depth.mat
6,12,3,11,data\utd_mhad\RGB-part2\a12_s6_t3_color.avi,data\utd_mhad\Depth\a12_s6_t3_depth.mat
6,12,4,11,data\utd_mhad\RGB-part2\a12_s6_t4_color.avi,data\utd_mhad\Depth\a12_s6_t4_depth.mat
7,12,1,11,data\utd_mhad\RGB-part2\a12_s7_t1_color.avi,data\utd_mhad\Depth\a12_s7_t1_depth.mat
7,12,2,11,data\utd_mhad\RGB-part2\a12_s7_t2_color.avi,data\utd_mhad\Depth\a12_s7_t2_depth.mat
7,12,3,11,data\utd_mhad\RGB-part2\a12_s7_t3_color.avi,data\utd_mhad\Depth\a12_s7_t3_depth.mat
7,12,4,11,data\utd_mhad\RGB-part2\a12_s7_t4_color.avi,data\utd_mhad\Depth\a12_s7_t4_depth.mat
8,12,1,11,data\utd_mhad\RGB-part2\a12_s8_t1_color.avi,data\utd_mhad\Depth\a12_s8_t1_depth.mat
8,12,2,11,data\utd_mhad\RGB-part2\a12_s8_t2_color.avi,data\utd_mhad\Depth\a12_s8_t2_depth.mat
8,12,3,11,data\utd_mhad\RGB-part2\a12_s8_t3_color.avi,data\utd_mhad\Depth\a12_s8_t3_depth.mat
8,12,4,11,data\utd_mhad\RGB-part2\a12_s8_t4_color.avi,data\utd_mhad\Depth\a12_s8_t4_depth.mat
1,13,1,12,data\utd_mhad\RGB-part2\a13_s1_t1_color.avi,data\utd_mhad\Depth\a13_s1_t1_depth.mat
1,13,2,12,data\utd_mhad\RGB-part2\a13_s1_t2_color.avi,data\utd_mhad\Depth\a13_s1_t2_depth.mat
1,13,3,12,data\utd_mhad\RGB-part2\a13_s1_t3_color.avi,data\utd_mhad\Depth\a13_s1_t3_depth.mat
1,13,4,12,data\utd_mhad\RGB-part2\a13_s1_t4_color.avi,data\utd_mhad\Depth\a13_s1_t4_depth.mat
2,13,1,12,data\utd_mhad\RGB-part2\a13_s2_t1_color.avi,data\utd_mhad\Depth\a13_s2_t1_depth.mat
2,13,2,12,data\utd_mhad\RGB-part2\a13_s2_t2_color.avi,data\utd_mhad\Depth\a13_s2_t2_depth.mat
2,13,3,12,data\utd_mhad\RGB-part2\a13_s2_t3_color.avi,data\utd_mhad\Depth\a13_s2_t3_depth.mat
2,13,4,12,data\utd_mhad\RGB-part2\a13_s2_t4_color.avi,data\utd_mhad\Depth\a13_s2_t4_depth.mat
3,13,1,12,data\utd_mhad\RGB-part2\a13_s3_t1_color.avi,data\utd_mhad\Depth\a13_s3_t1_depth.mat
3,13,2,12,data\utd_mhad\RGB-part2\a13_s3_t2_color.avi,data\utd_mhad\Depth\a13_s3_t2_depth.mat
3,13,3,12,data\utd_mhad\RGB-part2\a13_s3_t3_color.avi,data\utd_mhad\Depth\a13_s3_t3_depth.mat
3,13,4,12,data\utd_mhad\RGB-part2\a13_s3_t4_color.avi,data\utd_mhad\Depth\a13_s3_t4_depth.mat
4,13,1,12,data\utd_mhad\RGB-part2\a13_s4_t1_color.avi,data\utd_mhad\Depth\a13_s4_t1_depth.mat
4,13,2,12,data\utd_mhad\RGB-part2\a13_s4_t2_color.avi,data\utd_mhad\Depth\a13_s4_t2_depth.mat
4,13,3,12,data\utd_mhad\RGB-part2\a13_s4_t3_color.avi,data\utd_mhad\Depth\a13_s4_t3_depth.mat
4,13,4,12,data\utd_mhad\RGB-part2\a13_s4_t4_color.avi,data\utd_mhad\Depth\a13_s4_t4_depth.mat
5,13,1,12,data\utd_mhad\RGB-part2\a13_s5_t1_color.avi,data\utd_mhad\Depth\a13_s5_t1_depth.mat
5,13,2,12,data\utd_mhad\RGB-part2\a13_s5_t2_color.avi,data\utd_mhad\Depth\a13_s5_t2_depth.mat
5,13,3,12,data\utd_mhad\RGB-part2\a13_s5_t3_color.avi,data\utd_mhad\Depth\a13_s5_t3_depth.mat
5,13,4,12,data\utd_mhad\RGB-part2\a13_s5_t4_color.avi,data\utd_mhad\Depth\a13_s5_t4_depth.mat
6,13,1,12,data\utd_mhad\RGB-part2\a13_s6_t1_color.avi,data\utd_mhad\Depth\a13_s6_t1_depth.mat
6,13,2,12,data\utd_mhad\RGB-part2\a13_s6_t2_color.avi,data\utd_mhad\Depth\a13_s6_t2_depth.mat
6,13,3,12,data\utd_mhad\RGB-part2\a13_s6_t3_color.avi,data\utd_mhad\Depth\a13_s6_t3_depth.mat
6,13,4,12,data\utd_mhad\RGB-part2\a13_s6_t4_color.avi,data\utd_mhad\Depth\a13_s6_t4_depth.mat
7,13,1,12,data\utd_mhad\RGB-part2\a13_s7_t1_color.avi,data\utd_mhad\Depth\a13_s7_t1_depth.mat
7,13,2,12,data\utd_mhad\RGB-part2\a13_s7_t2_color.avi,data\utd_mhad\Depth\a13_s7_t2_depth.mat
7,13,3,12,data\utd_mhad\RGB-part2\a13_s7_t3_color.avi,data\utd_mhad\Depth\a13_s7_t3_depth.mat
7,13,4,12,data\utd_mhad\RGB-part2\a13_s7_t4_color.avi,data\utd_mhad\Depth\a13_s7_t4_depth.mat
8,13,1,12,data\utd_mhad\RGB-part2\a13_s8_t1_color.avi,data\utd_mhad\Depth\a13_s8_t1_depth.mat
8,13,2,12,data\utd_mhad\RGB-part2\a13_s8_t2_color.avi,data\utd_mhad\Depth\a13_s8_t2_depth.mat
8,13,3,12,data\utd_mhad\RGB-part2\a13_s8_t3_color.avi,data\utd_mhad\Depth\a13_s8_t3_depth.mat
8,13,4,12,data\utd_mhad\RGB-part2\a13_s8_t4_color.avi,data\utd_mhad\Depth\a13_s8_t4_depth.mat
1,14,1,13,data\utd_mhad\RGB-part3\a14_s1_t1_color.avi,data\utd_mhad\Depth\a14_s1_t1_depth.mat
1,14,2,13,data\utd_mhad\RGB-part3\a14_s1_t2_color.avi,data\utd_mhad\Depth\a14_s1_t2_depth.mat
1,14,3,13,data\utd_mhad\RGB-part3\a14_s1_t3_color.avi,data\utd_mhad\Depth\a14_s1_t3_depth.mat
1,14,4,13,data\utd_mhad\RGB-part3\a14_s1_t4_color.avi,data\utd_mhad\Depth\a14_s1_t4_depth.mat
2,14,1,13,data\utd_mhad\RGB-part3\a14_s2_t1_color.avi,data\utd_mhad\Depth\a14_s2_t1_depth.mat
2,14,2,13,data\utd_mhad\RGB-part3\a14_s2_t2_color.avi,data\utd_mhad\Depth\a14_s2_t2_depth.mat
2,14,3,13,data\utd_mhad\RGB-part3\a14_s2_t3_color.avi,data\utd_mhad\Depth\a14_s2_t3_depth.mat
2,14,4,13,data\utd_mhad\RGB-part3\a14_s2_t4_color.avi,data\utd_mhad\Depth\a14_s2_t4_depth.mat
3,14,1,13,data\utd_mhad\RGB-part3\a14_s3_t1_color.avi,data\utd_mhad\Depth\a14_s3_t1_depth.mat
3,14,2,13,data\utd_mhad\RGB-part3\a14_s3_t2_color.avi,data\utd_mhad\Depth\a14_s3_t2_depth.mat
3,14,3,13,data\utd_mhad\RGB-part3\a14_s3_t3_color.avi,data\utd_mhad\Depth\a14_s3_t3_depth.mat
3,14,4,13,data\utd_mhad\RGB-part3\a14_s3_t4_color.avi,data\utd_mhad\Depth\a14_s3_t4_depth.mat
4,14,1,13,data\utd_mhad\RGB-part3\a14_s4_t1_color.avi,data\utd_mhad\Depth\a14_s4_t1_depth.mat
4,14,2,13,data\utd_mhad\RGB-part3\a14_s4_t2_color.avi,data\utd_mhad\Depth\a14_s4_t2_depth.mat
4,14,3,13,data\utd_mhad\RGB-part3\a14_s4_t3_color.avi,data\utd_mhad\Depth\a14_s4_t3_depth.mat
4,14,4,13,data\utd_mhad\RGB-part3\a14_s4_t4_color.avi,data\utd_mhad\Depth\a14_s4_t4_depth.mat
5,14,1,13,data\utd_mhad\RGB-part3\a14_s5_t1_color.avi,data\utd_mhad\Depth\a14_s5_t1_depth.mat
5,14,2,13,data\utd_mhad\RGB-part3\a14_s5_t2_color.avi,data\utd_mhad\Depth\a14_s5_t2_depth.mat
5,14,3,13,data\utd_mhad\RGB-part3\a14_s5_t3_color.avi,data\utd_mhad\Depth\a14_s5_t3_depth.mat
5,14,4,13,data\utd_mhad\RGB-part3\a14_s5_t4_color.avi,data\utd_mhad\Depth\a14_s5_t4_depth.mat
6,14,1,13,data\utd_mhad\RGB-part3\a14_s6_t1_color.avi,data\utd_mhad\Depth\a14_s6_t1_depth.mat
6,14,2,13,data\utd_mhad\RGB-part3\a14_s6_t2_color.avi,data\utd_mhad\Depth\a14_s6_t2_depth.mat
6,14,3,13,data\utd_mhad\RGB-part3\a14_s6_t3_color.avi,data\utd_mhad\Depth\a14_s6_t3_depth.mat
6,14,4,13,data\utd_mhad\RGB-part3\a14_s6_t4_color.avi,data\utd_mhad\Depth\a14_s6_t4_depth.mat
7,14,1,13,data\utd_mhad\RGB-part3\a14_s7_t1_color.avi,data\utd_mhad\Depth\a14_s7_t1_depth.mat
7,14,2,13,data\utd_mhad\RGB-part3\a14_s7_t2_color.avi,data\utd_mhad\Depth\a14_s7_t2_depth.mat
7,14,3,13,data\utd_mhad\RGB-part3\a14_s7_t3_color.avi,data\utd_mhad\Depth\a14_s7_t3_depth.mat
7,14,4,13,data\utd_mhad\RGB-part3\a14_s7_t4_color.avi,data\utd_mhad\Depth\a14_s7_t4_depth.mat
8,14,1,13,data\utd_mhad\RGB-part3\a14_s8_t1_color.avi,data\utd_mhad\Depth\a14_s8_t1_depth.mat
8,14,2,13,data\utd_mhad\RGB-part3\a14_s8_t2_color.avi,data\utd_mhad\Depth\a14_s8_t2_depth.mat
8,14,3,13,data\utd_mhad\RGB-part3\a14_s8_t3_color.avi,data\utd_mhad\Depth\a14_s8_t3_depth.mat
8,14,4,13,data\utd_mhad\RGB-part3\a14_s8_t4_color.avi,data\utd_mhad\Depth\a14_s8_t4_depth.mat
1,15,1,14,data\utd_mhad\RGB-part3\a15_s1_t1_color.avi,data\utd_mhad\Depth\a15_s1_t1_depth.mat
1,15,2,14,data\utd_mhad\RGB-part3\a15_s1_t2_color.avi,data\utd_mhad\Depth\a15_s1_t2_depth.mat
1,15,3,14,data\utd_mhad\RGB-part3\a15_s1_t3_color.avi,data\utd_mhad\Depth\a15_s1_t3_depth.mat
1,15,4,14,data\utd_mhad\RGB-part3\a15_s1_t4_color.avi,data\utd_mhad\Depth\a15_s1_t4_depth.mat
2,15,1,14,data\utd_mhad\RGB-part3\a15_s2_t1_color.avi,data\utd_mhad\Depth\a15_s2_t1_depth.mat
2,15,2,14,data\utd_mhad\RGB-part3\a15_s2_t2_color.avi,data\utd_mhad\Depth\a15_s2_t2_depth.mat
2,15,3,14,data\utd_mhad\RGB-part3\a15_s2_t3_color.avi,data\utd_mhad\Depth\a15_s2_t3_depth.mat
2,15,4,14,data\utd_mhad\RGB-part3\a15_s2_t4_color.avi,data\utd_mhad\Depth\a15_s2_t4_depth.mat
3,15,1,14,data\utd_mhad\RGB-part3\a15_s3_t1_color.avi,data\utd_mhad\Depth\a15_s3_t1_depth.mat
3,15,2,14,data\utd_mhad\RGB-part3\a15_s3_t2_color.avi,data\utd_mhad\Depth\a15_s3_t2_depth.mat
3,15,3,14,data\utd_mhad\RGB-part3\a15_s3_t3_color.avi,data\utd_mhad\Depth\a15_s3_t3_depth.mat
3,15,4,14,data\utd_mhad\RGB-part3\a15_s3_t4_color.avi,data\utd_mhad\Depth\a15_s3_t4_depth.mat
4,15,1,14,data\utd_mhad\RGB-part3\a15_s4_t1_color.avi,data\utd_mhad\Depth\a15_s4_t1_depth.mat
4,15,2,14,data\utd_mhad\RGB-part3\a15_s4_t2_color.avi,data\utd_mhad\Depth\a15_s4_t2_depth.mat
4,15,3,14,data\utd_mhad\RGB-part3\a15_s4_t3_color.avi,data\utd_mhad\Depth\a15_s4_t3_depth.mat
4,15,4,14,data\utd_mhad\RGB-part3\a15_s4_t4_color.avi,data\utd_mhad\Depth\a15_s4_t4_depth.mat
5,15,1,14,data\utd_mhad\RGB-part3\a15_s5_t1_color.avi,data\utd_mhad\Depth\a15_s5_t1_depth.mat
5,15,2,14,data\utd_mhad\RGB-part3\a15_s5_t2_color.avi,data\utd_mhad\Depth\a15_s5_t2_depth.mat
5,15,3,14,data\utd_mhad\RGB-part3\a15_s5_t3_color.avi,data\utd_mhad\Depth\a15_s5_t3_depth.mat
5,15,4,14,data\utd_mhad\RGB-part3\a15_s5_t4_color.avi,data\utd_mhad\Depth\a15_s5_t4_depth.mat
6,15,1,14,data\utd_mhad\RGB-part3\a15_s6_t1_color.avi,data\utd_mhad\Depth\a15_s6_t1_depth.mat
6,15,2,14,data\utd_mhad\RGB-part3\a15_s6_t2_color.avi,data\utd_mhad\Depth\a15_s6_t2_depth.mat
6,15,3,14,data\utd_mhad\RGB-part3\a15_s6_t3_color.avi,data\utd_mhad\Depth\a15_s6_t3_depth.mat
6,15,4,14,data\utd_mhad\RGB-part3\a15_s6_t4_color.avi,data\utd_mhad\Depth\a15_s6_t4_depth.mat
7,15,1,14,data\utd_mhad\RGB-part3\a15_s7_t1_color.avi,data\utd_mhad\Depth\a15_s7_t1_depth.mat
7,15,2,14,data\utd_mhad\RGB-part3\a15_s7_t2_color.avi,data\utd_mhad\Depth\a15_s7_t2_depth.mat
7,15,3,14,data\utd_mhad\RGB-part3\a15_s7_t3_color.avi,data\utd_mhad\Depth\a15_s7_t3_depth.mat
7,15,4,14,data\utd_mhad\RGB-part3\a15_s7_t4_color.avi,data\utd_mhad\Depth\a15_s7_t4_depth.mat
8,15,1,14,data\utd_mhad\RGB-part3\a15_s8_t1_color.avi,data\utd_mhad\Depth\a15_s8_t1_depth.mat
8,15,2,14,data\utd_mhad\RGB-part3\a15_s8_t2_color.avi,data\utd_mhad\Depth\a15_s8_t2_depth.mat
8,15,3,14,data\utd_mhad\RGB-part3\a15_s8_t3_color.avi,data\utd_mhad\Depth\a15_s8_t3_depth.mat
8,15,4,14,data\utd_mhad\RGB-part3\a15_s8_t4_color.avi,data\utd_mhad\Depth\a15_s8_t4_depth.mat
1,16,1,15,data\utd_mhad\RGB-part3\a16_s1_t1_color.avi,data\utd_mhad\Depth\a16_s1_t1_depth.mat
1,16,2,15,data\utd_mhad\RGB-part3\a16_s1_t2_color.avi,data\utd_mhad\Depth\a16_s1_t2_depth.mat
1,16,3,15,data\utd_mhad\RGB-part3\a16_s1_t3_color.avi,data\utd_mhad\Depth\a16_s1_t3_depth.mat
1,16,4,15,data\utd_mhad\RGB-part3\a16_s1_t4_color.avi,data\utd_mhad\Depth\a16_s1_t4_depth.mat
2,16,1,15,data\utd_mhad\RGB-part3\a16_s2_t1_color.avi,data\utd_mhad\Depth\a16_s2_t1_depth.mat
2,16,2,15,data\utd_mhad\RGB-part3\a16_s2_t2_color.avi,data\utd_mhad\Depth\a16_s2_t2_depth.mat
2,16,3,15,data\utd_mhad\RGB-part3\a16_s2_t3_color.avi,data\utd_mhad\Depth\a16_s2_t3_depth.mat
2,16,4,15,data\utd_mhad\RGB-part3\a16_s2_t4_color.avi,data\utd_mhad\Depth\a16_s2_t4_depth.mat
3,16,1,15,data\utd_mhad\RGB-part3\a16_s3_t1_color.avi,data\utd_mhad\Depth\a16_s3_t1_depth.mat
3,16,2,15,data\utd_mhad\RGB-part3\a16_s3_t2_color.avi,data\utd_mhad\Depth\a16_s3_t2_depth.mat
3,16,3,15,data\utd_mhad\RGB-part3\a16_s3_t3_color.avi,data\utd_mhad\Depth\a16_s3_t3_depth.mat
3,16,4,15,data\utd_mhad\RGB-part3\a16_s3_t4_color.avi,data\utd_mhad\Depth\a16_s3_t4_depth.mat
4,16,1,15,data\utd_mhad\RGB-part3\a16_s4_t1_color.avi,data\utd_mhad\Depth\a16_s4_t1_depth.mat
4,16,2,15,data\utd_mhad\RGB-part3\a16_s4_t2_color.avi,data\utd_mhad\Depth\a16_s4_t2_depth.mat
4,16,3,15,data\utd_mhad\RGB-part3\a16_s4_t3_color.avi,data\utd_mhad\Depth\a16_s4_t3_depth.mat
4,16,4,15,data\utd_mhad\RGB-part3\a16_s4_t4_color.avi,data\utd_mhad\Depth\a16_s4_t4_depth.mat
5,16,1,15,data\utd_mhad\RGB-part3\a16_s5_t1_color.avi,data\utd_mhad\Depth\a16_s5_t1_depth.mat
5,16,2,15,data\utd_mhad\RGB-part3\a16_s5_t2_color.avi,data\utd_mhad\Depth\a16_s5_t2_depth.mat
5,16,3,15,data\utd_mhad\RGB-part3\a16_s5_t3_color.avi,data\utd_mhad\Depth\a16_s5_t3_depth.mat
